image,choice,annotator,updated_at,id,created_at,annotation_id,lead_time
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2040591.jpg,Food,1,2023-04-12T23:11:52.398919Z,164,2023-04-12T23:11:52.398919Z,199,4.471
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2042312.jpg,Food,1,2023-04-12T23:32:17.327036Z,165,2023-04-12T23:32:17.327036Z,404,2.434
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2045267.jpg,Food,1,2023-04-12T23:18:24.866383Z,166,2023-04-12T23:18:24.866383Z,318,1.602
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2049200.jpg,Food,1,2023-04-12T23:36:16.853186Z,167,2023-04-12T23:36:16.853186Z,498,2.069
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2050651.jpg,Food,1,2023-04-12T23:15:55.278631Z,168,2023-04-12T23:15:55.278631Z,244,1.144
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2050652.jpg,No-Food,1,2023-04-12T23:11:43.162136Z,169,2023-04-12T23:11:43.162136Z,196,1.582
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2050915.jpg,Food,1,2023-04-12T23:30:25.126986Z,170,2023-04-12T23:30:25.126986Z,357,1.254
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2054341.jpg,Food,1,2023-04-12T23:15:31.180519Z,171,2023-04-12T23:15:31.180519Z,233,1.182
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2054343.jpg,No-Food,1,2023-04-12T23:29:18.662965Z,172,2023-04-12T23:29:18.662965Z,340,1.27
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2056899.jpg,No-Food,1,2023-04-12T23:05:52.928287Z,173,2023-04-12T23:05:52.928287Z,98,1.267
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2059839.jpg,Food,1,2023-04-12T23:33:24.069077Z,174,2023-04-12T23:33:24.069077Z,426,2.966
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2060206.jpg,No-Food,1,2023-04-12T23:34:23.955232Z,175,2023-04-12T23:34:23.955232Z,455,1.633
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2060269.jpg,Food,1,2023-04-12T23:02:46.542228Z,176,2023-04-12T23:02:46.542228Z,47,1.376
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2063592.jpg,No-Food,1,2023-04-12T23:10:10.829411Z,177,2023-04-12T23:10:10.829411Z,177,1.439
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2064990.jpg,No-Food,1,2023-04-12T23:09:15.932227Z,178,2023-04-12T23:09:15.932227Z,156,1.301
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2071087.jpg,Food,1,2023-04-12T23:29:13.461399Z,179,2023-04-12T23:29:13.461399Z,337,1.064
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2073112.jpg,No-Food,1,2023-04-12T23:34:44.136981Z,180,2023-04-12T23:34:44.136981Z,465,1.12
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2073339.jpg,No-Food,1,2023-04-12T23:31:30.413555Z,181,2023-04-12T23:31:30.413555Z,387,1.239
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2074820.jpg,No-Food,1,2023-04-12T23:31:47.774348Z,182,2023-04-12T23:31:47.774348Z,397,1.264
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2077831.jpg,Food,1,2023-04-12T23:36:29.873360Z,183,2023-04-12T23:36:29.873360Z,505,1.074
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2085282.jpg,Food,1,2023-04-12T23:34:51.816114Z,184,2023-04-12T23:34:51.816114Z,469,1.003
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2087722.jpg,Food,1,2023-04-12T23:04:32.720719Z,185,2023-04-12T23:04:32.720719Z,66,1.396
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2089807.jpg,No-Food,1,2023-04-12T23:32:50.998604Z,186,2023-04-12T23:32:50.998604Z,415,1.488
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2092121.jpg,No-Food,1,2023-04-12T23:16:19.664302Z,187,2023-04-12T23:16:19.664302Z,254,2.16
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2096064.jpg,Food,1,2023-04-12T23:17:36.334981Z,188,2023-04-12T23:17:36.334981Z,296,1.426
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2098400.jpg,No-Food,1,2023-04-12T23:17:12.470820Z,189,2023-04-12T23:17:12.470820Z,282,0.884
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2100401.jpg,Food,1,2023-04-12T23:31:14.784786Z,190,2023-04-12T23:31:14.784786Z,380,1.035
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2103744.jpg,Food,1,2023-04-12T23:09:39.448096Z,191,2023-04-12T23:09:39.448096Z,164,2.542
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2106313.jpg,No-Food,1,2023-04-12T23:16:17.057830Z,192,2023-04-12T23:16:17.057830Z,253,1.422
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2112506.jpg,Food,1,2023-04-12T23:04:55.118685Z,193,2023-04-12T23:04:55.118685Z,74,2.944
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2114016.jpg,Food,1,2023-04-12T23:11:16.125085Z,194,2023-04-12T23:11:16.125085Z,183,1.165
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2117481.jpg,No-Food,1,2023-04-12T23:12:21.552778Z,195,2023-04-12T23:12:21.552778Z,208,1.875
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2125146.jpg,No-Food,1,2023-04-12T23:02:12.604041Z,196,2023-04-12T23:02:12.604041Z,35,2.909
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2131976.jpg,No-Food,1,2023-04-12T23:33:33.872797Z,197,2023-04-12T23:33:33.872797Z,431,1.468
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C213594.jpg,No-Food,1,2023-04-12T23:04:42.481858Z,198,2023-04-12T23:04:42.481858Z,69,4.061
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2136607.jpg,Food,1,2023-04-12T23:10:14.239367Z,199,2023-04-12T23:10:14.239367Z,178,2.405
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2137542.jpg,No-Food,1,2023-04-12T23:35:59.559322Z,200,2023-04-12T23:35:59.559322Z,491,1.254
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2139280.jpg,Food,1,2023-04-12T23:33:39.708162Z,201,2023-04-12T23:33:39.708162Z,434,0.886
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2143635.jpg,Food,1,2023-04-12T23:07:27.320168Z,202,2023-04-12T23:07:27.320168Z,123,1.798
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2149916.jpg,No-Food,1,2023-04-12T23:35:01.518601Z,203,2023-04-12T23:35:01.518601Z,473,1.169
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2153770.jpg,No-Food,1,2023-04-12T23:18:44.873196Z,204,2023-04-12T23:18:44.873196Z,324,1.117
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2170065.jpg,Food,1,2023-04-12T23:06:43.366027Z,205,2023-04-12T23:06:43.366027Z,105,1.195
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2173218.jpg,No-Food,1,2023-04-12T23:17:02.064598Z,206,2023-04-12T23:17:02.064598Z,276,1.129
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2184684.jpg,Food,1,2023-04-12T23:08:19.520743Z,207,2023-04-12T23:08:19.519740Z,135,1.253
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2189541.jpg,Food,1,2023-04-12T23:17:11.157515Z,208,2023-04-12T23:17:11.157515Z,281,1.063
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2189963.jpg,No-Food,1,2023-04-12T23:34:47.914397Z,209,2023-04-12T23:34:47.914397Z,467,1.197
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2190586.jpg,No-Food,1,2023-04-12T23:33:56.758144Z,210,2023-04-12T23:33:56.758144Z,442,1.284
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2195394.jpg,Food,1,2023-04-12T23:09:05.749115Z,211,2023-04-12T23:09:05.749115Z,151,1.325
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2198356.jpg,Food,1,2023-04-12T23:08:21.054213Z,212,2023-04-12T23:08:21.054213Z,136,1.107
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2199750.jpg,Food,1,2023-04-12T23:18:43.288370Z,213,2023-04-12T23:18:43.288370Z,323,3.961
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2216669.jpg,Food,1,2023-04-12T23:36:35.432697Z,214,2023-04-12T23:36:35.432697Z,508,1.11
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2217481.jpg,No-Food,1,2023-04-12T23:07:22.268216Z,215,2023-04-12T23:07:22.268216Z,121,2.151
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2219318.jpg,No-Food,1,2023-04-12T23:33:01.381165Z,216,2023-04-12T23:33:01.381165Z,417,1.468
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2220644.jpg,No-Food,1,2023-04-12T23:06:57.868697Z,217,2023-04-12T23:06:57.868697Z,110,2.121
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2221504.jpg,Food,1,2023-04-12T23:36:59.957675Z,218,2023-04-12T23:36:59.957675Z,520,1.175
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2226518.jpg,Food,1,2023-04-12T23:29:16.645363Z,219,2023-04-12T23:29:16.644362Z,339,1.067
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2249771.jpg,No-Food,1,2023-04-12T23:31:11.435116Z,220,2023-04-12T23:31:11.435116Z,378,1.726
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2261761.jpg,No-Food,1,2023-04-12T23:15:13.575249Z,221,2023-04-12T23:15:13.575249Z,224,1.216
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2263640.jpg,Food,1,2023-04-12T23:15:24.505489Z,222,2023-04-12T23:15:24.505489Z,229,2.603
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2263772.jpg,Food,1,2023-04-12T23:02:35.036757Z,223,2023-04-12T23:02:35.036757Z,42,1.51
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2269391.jpg,No-Food,1,2023-04-12T23:07:08.255389Z,224,2023-04-12T23:07:08.255389Z,115,1.167
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2270885.jpg,Food,1,2023-04-12T23:12:05.135717Z,225,2023-04-12T23:12:05.135717Z,201,2.013
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2294976.jpg,Food,1,2023-04-12T23:04:48.634103Z,226,2023-04-12T23:04:48.633102Z,72,1.26
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2299625.jpg,No-Food,1,2023-04-12T23:18:20.668847Z,227,2023-04-12T23:18:20.668847Z,316,1.313
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C232413.jpg,No-Food,1,2023-04-12T23:04:59.772916Z,228,2023-04-12T23:04:59.772916Z,76,1.5
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C232837.jpg,No-Food,1,2023-04-12T23:07:25.087247Z,229,2023-04-12T23:07:25.087247Z,122,2.056
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C233970.jpg,Food,1,2023-04-12T23:29:08.706672Z,230,2023-04-12T23:29:08.706672Z,334,1.06
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C250331.jpg,No-Food,1,2023-04-12T23:36:57.954621Z,231,2023-04-12T23:36:57.954621Z,519,2.556
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C250943.jpg,No-Food,1,2023-04-12T23:30:47.805808Z,232,2023-04-12T23:30:47.805808Z,368,1.398
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2639634.jpg,No-Food,1,2023-04-12T23:04:30.581825Z,233,2023-04-12T23:04:30.581825Z,65,1.885
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2640068.jpg,Food,1,2023-04-12T23:15:27.801689Z,234,2023-04-12T23:15:27.801689Z,231,1.031
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2640354.jpg,Food,1,2023-04-12T23:34:18.139666Z,235,2023-04-12T23:34:18.139666Z,452,1.134
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2644126.jpg,No-Food,1,2023-04-12T23:09:59.677451Z,236,2023-04-12T23:09:59.677451Z,172,1.743
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2691705.jpg,Food,1,2023-04-12T23:34:57.663286Z,237,2023-04-12T23:34:57.663286Z,471,1.508
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C2693249.jpg,No-Food,1,2023-04-12T23:10:02.112995Z,238,2023-04-12T23:10:02.112995Z,173,1.878
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C287050.jpg,No-Food,1,2023-04-12T23:08:03.444782Z,239,2023-04-12T23:08:03.444782Z,128,1.713
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C287595.jpg,Food,1,2023-04-12T23:09:28.703355Z,240,2023-04-12T23:09:28.703355Z,160,1.288
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C289898.jpg,No-Food,1,2023-04-12T23:07:29.626955Z,241,2023-04-12T23:07:29.626955Z,124,1.587
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C290720.jpg,Food,1,2023-04-12T23:08:57.882975Z,242,2023-04-12T23:08:57.882975Z,147,1.582
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C291774.jpg,Food,1,2023-04-12T23:08:55.846782Z,243,2023-04-12T23:08:55.846782Z,146,4.806
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C295417.jpg,Food,1,2023-04-12T23:33:20.293936Z,244,2023-04-12T23:33:20.293936Z,425,1.255
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C296158.jpg,Food,1,2023-04-12T23:11:40.803761Z,245,2023-04-12T23:11:40.803761Z,195,1.396
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C297885.jpg,No-Food,1,2023-04-12T23:16:21.826840Z,246,2023-04-12T23:16:21.826840Z,255,1.424
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C306938.jpg,Food,1,2023-04-12T23:33:42.900913Z,247,2023-04-12T23:33:42.900913Z,436,0.949
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C310537.jpg,Food,1,2023-04-12T23:11:32.121202Z,248,2023-04-12T23:11:32.121202Z,191,1.324
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3107768.jpg,Food,1,2023-04-12T23:30:45.618199Z,249,2023-04-12T23:30:45.618199Z,367,1.081
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C310809.jpg,Food,1,2023-04-12T23:15:48.334736Z,250,2023-04-12T23:15:48.333731Z,240,1.285
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3143978.jpg,No-Food,1,2023-04-12T23:32:29.074362Z,251,2023-04-12T23:32:29.074362Z,409,1.583
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3159725.jpg,No-Food,1,2023-04-12T23:34:33.925684Z,252,2023-04-12T23:34:33.925684Z,460,1.313
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3159916.jpg,Food,1,2023-04-12T23:35:48.297382Z,253,2023-04-12T23:35:48.297382Z,485,1.438
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3160708.jpg,Food,1,2023-04-12T23:30:09.832130Z,254,2023-04-12T23:30:09.832130Z,350,1.222
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3160744.jpg,Food,1,2023-04-12T23:07:00.305774Z,255,2023-04-12T23:07:00.305774Z,111,1.714
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3166155.jpg,No-Food,1,2023-04-12T23:32:14.370236Z,256,2023-04-12T23:32:14.370236Z,403,15.7
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3167282.jpg,No-Food,1,2023-04-12T23:35:50.180504Z,257,2023-04-12T23:35:50.180504Z,486,1.393
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3169516.jpg,Food,1,2023-04-12T23:34:59.561529Z,258,2023-04-12T23:34:59.561529Z,472,1.425
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C345376.jpg,Food,1,2023-04-12T23:36:41.222086Z,259,2023-04-12T23:36:41.222086Z,511,1.19
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C347526.jpg,Food,1,2023-04-12T23:34:49.985913Z,260,2023-04-12T23:34:49.985913Z,468,1.175
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C350494.jpg,Food,1,2023-04-12T23:09:42.929185Z,261,2023-04-12T23:09:42.929185Z,165,3.037
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C352656.jpg,Food,1,2023-04-12T23:28:57.235524Z,262,2023-04-12T23:28:57.235524Z,327,4.567
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C353736.jpg,Food,1,2023-04-12T23:10:04.872764Z,263,2023-04-12T23:10:04.872764Z,174,1.989
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C356568.jpg,Food,1,2023-04-12T23:18:30.212118Z,264,2023-04-12T23:18:30.212118Z,320,1.139
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C362756.jpg,Food,1,2023-04-12T23:18:12.828544Z,265,2023-04-12T23:18:12.828544Z,312,1.076
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C377383.jpg,Food,1,2023-04-12T23:16:25.823957Z,266,2023-04-12T23:16:25.823957Z,257,1.441
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C379319.jpg,Food,1,2023-04-12T23:05:59.449773Z,267,2023-04-12T23:05:59.449773Z,100,3.161
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C379692.jpg,No-Food,1,2023-04-12T23:16:56.095661Z,268,2023-04-12T23:16:56.095661Z,273,1.218
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3963267.jpg,Food,1,2023-04-12T23:12:45.099018Z,269,2023-04-12T23:12:45.099018Z,217,7.831
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3986245.jpg,Food,1,2023-04-12T23:08:44.298127Z,270,2023-04-12T23:08:44.298127Z,143,1.683
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C3994442.jpg,Food,1,2023-04-12T23:34:00.853332Z,271,2023-04-12T23:34:00.853332Z,444,1.819
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4023722.jpg,No-Food,1,2023-04-12T23:02:52.334442Z,272,2023-04-12T23:02:52.334442Z,49,1.886
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4024692.jpg,No-Food,1,2023-04-12T23:05:50.940124Z,273,2023-04-12T23:05:50.939130Z,97,1.415
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4035001.jpg,Food,1,2023-04-12T23:06:41.399269Z,274,2023-04-12T23:06:41.399269Z,104,1.245
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4044406.jpg,Food,1,2023-04-12T23:12:47.344815Z,275,2023-04-12T23:12:47.344815Z,218,1.763
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4070362.jpg,Food,1,2023-04-12T23:02:20.104363Z,276,2023-04-12T23:02:20.104363Z,38,2.028
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4076618.jpg,Food,1,2023-04-12T23:15:59.008486Z,277,2023-04-12T23:15:59.008486Z,246,1.052
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4091744.jpg,Food,1,2023-04-12T23:02:37.237860Z,278,2023-04-12T23:02:37.237860Z,43,1.465
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4102979.jpg,Food,1,2023-04-12T23:17:50.810825Z,279,2023-04-12T23:17:50.810825Z,302,1.225
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4109357.jpg,No-Food,1,2023-04-12T23:30:40.507733Z,280,2023-04-12T23:30:40.507733Z,365,1.158
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4111334.jpg,Food,1,2023-04-12T23:06:55.307384Z,281,2023-04-12T23:06:55.307384Z,109,1.188
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4158017.jpg,Food,1,2023-04-12T23:08:34.677192Z,282,2023-04-12T23:08:34.677192Z,140,1.606
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4164392.jpg,Food,1,2023-04-12T23:05:35.439434Z,283,2023-04-12T23:05:35.439434Z,93,1.418
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4164954.jpg,Food,1,2023-04-12T23:15:11.915454Z,284,2023-04-12T23:15:11.915454Z,223,1.136
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4166379.jpg,Food,1,2023-04-12T23:12:14.688465Z,285,2023-04-12T23:12:14.688465Z,205,1.577
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4171870.jpg,Food,1,2023-04-12T23:07:06.359721Z,286,2023-04-12T23:07:06.359721Z,114,1.102
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4171924.jpg,Food,1,2023-04-12T23:16:29.956186Z,287,2023-04-12T23:16:29.956186Z,259,1.704
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C417835.jpg,Food,1,2023-04-12T23:16:41.751599Z,288,2023-04-12T23:16:41.750592Z,265,1.007
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C417983.jpg,Food,1,2023-04-12T23:04:44.983594Z,289,2023-04-12T23:04:44.982594Z,70,1.766
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4179871.jpg,No-Food,1,2023-04-12T23:33:52.101653Z,290,2023-04-12T23:33:52.101653Z,440,3.045
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4183992.jpg,Food,1,2023-04-12T23:30:33.229252Z,291,2023-04-12T23:30:33.229252Z,361,1.998
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4184332.jpg,Food,1,2023-04-12T23:35:09.399660Z,292,2023-04-12T23:35:09.399660Z,475,2.483
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4194486.jpg,Food,1,2023-04-12T23:30:18.364278Z,293,2023-04-12T23:30:18.364278Z,354,1.904
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4197339.jpg,Food,1,2023-04-12T23:09:19.835097Z,294,2023-04-12T23:09:19.835097Z,158,1.034
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4209675.jpg,Food,1,2023-04-12T23:05:03.615727Z,295,2023-04-12T23:05:03.615727Z,78,1.448
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4214409.jpg,Food,1,2023-04-12T23:15:19.448176Z,296,2023-04-12T23:15:19.448176Z,227,1.138
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4231306.jpg,Food,1,2023-04-12T23:17:22.275239Z,297,2023-04-12T23:17:22.275239Z,288,1.093
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C423334.jpg,Food,1,2023-04-12T23:12:02.639218Z,298,2023-04-12T23:12:02.639218Z,200,9.448
/data/local-files/?d=Advanced-Analytics-Projects%5CFood-Image-Classifier%5Cdata%5C4239319.jpg,Food,1,2023-04-12T23:17:00.488922Z,299,2023-04-12T23:17:00.488922Z,275,1.34
